LakeID,Location_ID,LakeNum,LakeName,County,Town,Area (ac),Area (ha),WshedArea (ac),WshedArea (ha),Wshed/Area,Zmax (ft),Zmax (m),Zmean (ft),"Zmean (m), orange=calc.",ZmeanCalc?,Residence,Sampling Years,Dlatitude,Dlongitude,Class,DamClass,Potable Water?,Swimming beach?,Supported Uses,Fish impacts?,Invasive Plants?,Invasive Animals?,Distance to Nearby AIS (mi),Name of Nearest Infected Lake (fixed?),>1HAB Notification?,Multiple Years HAB Notification?,PotableWater PWL,Bathing  PWL,Recreation PWL,AquaticLife PWL,Aesthetics PWL,Habitat PWL,FishConsumption PWL,Date 1st HAB listing 19,#Wks HAB Notification 19,#Wks HAB Notification 19,#Wks HAB Notification 18,#Wks HAB Updates 18,#Wks HAB Updates 17,#Wks HAB Updates 16,#Wks HAB Updates 15,#Wks HAB Updates 14,#Wks HAB Updates 13,#Wks HAB Updates 12,Weed Management?,Lake Assn Name,Sampled >2013?,18 Samplers,CSLAP Region,Watershed,Exp Region,ExpRegion2,CSLAP,2019 Sample?,Yrs Last 5,#Yrs>1HABsUpdates,Shore HABs PWS Score,Shore HABs Rec Score,Program,Zebras,Runoff (m),PWS-Days Closed,PWS-Treatments,PWS-MCL Violations-# Reporting Quarters,Beach-#Days Closures,Beach-Control measures,Algae Control Measures,Weed Control Measures,Plants,Fish Stocking,Comments
1501ROU1021,1501ROU1021_C,101,Round Lake,Orange,Monroe,90,36,477,193,5.3,22,6.7,14.8,4.5,no,0.69,1992-1996,41.31879,-74.20909,B,A,no,,recreation,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,rusty crayfish,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,3,1,0,0,0,0,0,0,,,,,,Lower Hudson River,Mid Atlantic,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,1.225236405,,,,,,,,,,
1310ROU0080,1310ROU0080_C,91,Round Pond,Rensselaer,Berlin,13,5,142,57,11,16.7,5.1,7.2,2.2,no,0.39,"1991-1995, 2001-2011, 2013-2019",42.6446,-73.43552,A,A?,yes,,potable water and recreation,none reported,none reported,none reported,7.1,Burden Lake,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,Berlin Pond Fish and Game Club,yes,Melanie Coupland,Central,Lower Hudson River,Hudson Valley,mid Hudson,CSLAP,yes,,0,0,0,CSLAP,no,0.508130081,,,,,,,,,,water level lowered (dam repair)
0403RUS0146,0403RUS0146_C,244,Rushford Lake,Allegany,"Rushford, Caneadea",570,231,39043,15800,68.5,115,35.1,50,15.2,no,0.5,2016-2019,42.3806,-78.1927,B(T),C,no,The Park at Rushford Lake Beach; Rushford Lake Swim Area,recreation and public bathing,,brittle naiad,common carp,0,,2019,no,NA,Fully supported,Fully supported,Fully supported,Unknown,Fair,Impaired,7/10/2019,7/10/2019,,0,0,0,0,0,0,0,0,,Rushford Lake Recreation District ,yes,"Daryl Stevenson, Danny Harris,  James Pomeroy, Patrick Tyndall ,Mike Geschwender ,Gary M. Jaros",Western,Genesee River,Finger Lakes,western ny,CSLAP,yes,,0,0,0,CSLAP,no,0.444613821,,,,,,,,,,
1104SAC0314,1104SAC0314_C,27,Sacandaga Lake,Hamilton,Lake Pleasant,1593,645,12776,5170,8,60,19,27.9,8.5,no,0.69,"1987-1991, 1997-2001, 2009-2013, 2017-2019",43.48906,-74.42242,AA,,yes,Camp Fowler,"potable water, recreation, and public bathing",none reported,none reported,spiny waterflea,0,,,,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Impaired,NA,NA,,0,0,0,0,0,0,0,0,,Lake Pleasant-Sacandaga Association,yes,"Peter Tobiessen, William Thielking, James Olsen",Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,1.534657528,,,,,,,,,,
1302SAG0076J,1302SAG0076J_C,114,Sagamore Lake,Putnam,Kent,115,47,4221,1708,36.7,,,7.5,2.3,no,0.11,1994-1997,41.47279,-73.78146,B,"A,B",no,,recreation,none reported,none reported,none reported,1.4,Lake Tibet,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,Lake Sagamore Community Association,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.58,,,,,,,,,,
1101SAR0027,1101SAR0027_C,104,Saratoga Lake,Saratoga,"Saratoga, Malta, Stillwater",4032,1632,156174,63200,38.7,94.8,28.9,25.3,7.7,no,0.4,"1993-1997, 2005-2011, 2013, 2015-2019",43.01643,-73.74076,A,A,yes,Brown's Beach,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,zebra mussels; common carp; goldfish,0,,"2013, 2015, 2017, 2019",yes,Fully supported,Fully supported,Stressed,Fully supported,Fair,Poor,Fully supported,9/6/2019,9/6/2019,,9,3,4,1,2,0,2,0,"herbicides, harvesting",Saratoga Lake Protection and Improvement District,yes,"Karl Hardcastle, Neal Kramer, William LaMay",Central,Upper Hudson River,eastern Adk,Central NY,CSLAP,no,,4,2,3,CSLAP,yes,0.496997231,,,,,,,"herbicides, harvesting",,,
1104SCH0374,1104SCH0374_NCSL,34,Schroon Lake-N,Essex,Schroon,4128,1671,336070,136000,81.4,144.4,44,55.8,17,no,0.69,"1987-1995, 1997-2019",43.73951,-73.79464,AA,,yes,Word of Life Ranch and Ranger Camp; Word of Life Lakeside; Sand Point Beach; Adirondack Beach; Chamlar Lodge & Cottages; Word of Life Island; Word of Life Inn; Schroon Lake Beach; Terra Alta Cottages; Kish Duna Motel and Cabins; Ideal Campgrounds,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; Curly-leafed pondweed,rudd,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Impaired,NA,NA,,0,0,0,0,1,0,0,0,,Schroon Lake Association ,yes,"Charles Harste, Glenn Repko, Peter White, Neil Chippendale",Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,1,1,0,CSLAP,no,0.302301674,,,,,,,,,,
1104SCH0374,1104SCH0374_SCSL,34.1,Schroon Lake-S,Warren,Horicon,3714,1503,201996,81743,54.4,157.4,48,,,no,0.69,"1987-1995, 1997-2019",43.76026,-73.77958,AA,,yes,Word of Life Ranch and Ranger Camp; Word of Life Lakeside; Sand Point Beach; Adirondack Beach; Chamlar Lodge & Cottages; Word of Life Island; Word of Life Inn; Schroon Lake Beach; Terra Alta Cottages; Kish Duna Motel and Cabins; Ideal Campgrounds,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Impaired,NA,NA,,0,0,0,0,1,0,0,0,physical,Schroon Lake Association ,yes,"Charles Harste, Glenn Repko, Peter White, and N. Chippendale",Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,yes,,1,1,0,CSLAP,no,0.302301674,,,,,,,,,,
0705SEN0369,#N/A,92.03,Seneca Lake-13,"Seneca, Schuyler, Yates, Ontario",Multiple,42648,17259,452458,183100,10.6,650.8,198.4,290.7,88.6,no,16.7,1991-1996,42.75572,-76.94573,multi,C,no,Arrowhead Beach; Back Achers Campsite; Seneca Drums Trailer Park; Camp Babcock-Hovey BSA; Gold Coast Trailer Park; Seneca Lake Youth Camp; Binghamton Boating Club; Smith Memorial Park and Campground; Lakeside Park; Seneca Lake Camp,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,quagga mussels; zebra mussels; mud bithynia; scud; bloody-red shrimp; rudd,0,,"2015, 2016, 2017, 2019",yes,Threatened,Threatened,Fully supported,Fully supported,Good,Good,Fully supported,10/2/2019,10/2/2019,,6,5,3,2,4,0,0,0,,Seneca Lake Pure Waters Association,yes,"(1) Addison and Diane Mason, (2) Jacob and Karen Welch, Dan and Laurie Corbett, (3) Larry and Susan Martin, (4) David Youst, Faye Phillips, Edward and Mary Ann Marks, Sayre Fulkerson",,Oswego River,,Finger Lakes,CSLAP,no,,4,2,3,CSLAP,no,0.500077122,,,,1,,,,,,
0705SEN0369,#N/A,92.01,Seneca Lake-11,"Seneca, Schuyler, Yates, Ontario",Multiple,42648,17259,452458,183100,10.6,650.8,198.4,290.7,88.6,no,16.7,1991-1992,42.56504,-76.897,multi,C,no,Arrowhead Beach; Back Achers Campsite; Seneca Drums Trailer Park; Camp Babcock-Hovey BSA; Gold Coast Trailer Park; Seneca Lake Youth Camp; Binghamton Boating Club; Smith Memorial Park and Campground; Lakeside Park; Seneca Lake Camp,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,quagga mussels; zebra mussels; mud bithynia; scud; bloody-red shrimp; rudd,0,,"2015, 2016, 2017, 2019",yes,Threatened,Threatened,Fully supported,Fully supported,Good,Good,Fully supported,10/2/2019,10/2/2019,,6,5,3,2,4,0,0,0,,Seneca Lake Pure Waters Association,yes,"(1) Addison and Diane Mason, (2) Jacob and Karen Welch, Dan and Laurie Corbett, (3) Larry and Susan Martin, (4) David Youst, Faye Phillips, Edward and Mary Ann Marks, Sayre Fulkerson",,Oswego River,,Finger Lakes,CSLAP,,,4,2,3,CSLAP,no,0.500077122,,,,1,,,,,,
0705SEN0369,#N/A,92.02,Seneca Lake-12,"Seneca, Schuyler, Yates, Ontario",Multiple,42648,17259,452458,183100,10.6,650.8,198.4,290.7,88.6,no,16.7,1991-1992,42.84237,-76.95882,multi,C,no,Arrowhead Beach; Back Achers Campsite; Seneca Drums Trailer Park; Camp Babcock-Hovey BSA; Gold Coast Trailer Park; Seneca Lake Youth Camp; Binghamton Boating Club; Smith Memorial Park and Campground; Lakeside Park; Seneca Lake Camp,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,quagga mussels; zebra mussels; mud bithynia; scud; bloody-red shrimp; rudd,0,,"2015, 2016, 2017, 2019",yes,Threatened,Threatened,Fully supported,Fully supported,Good,Good,Fully supported,10/2/2019,10/2/2019,,6,5,3,2,4,0,0,0,,Seneca Lake Pure Waters Association,yes,"(1) Addison and Diane Mason, (2) Jacob and Karen Welch, Dan and Laurie Corbett, (3) Larry and Susan Martin, (4) David Youst, Faye Phillips, Edward and Mary Ann Marks, Sayre Fulkerson",,Oswego River,,Finger Lakes,CSLAP,,,4,2,3,CSLAP,no,0.500077122,,,,1,,,,,,
0705SEN0369,#N/A,92.04,Seneca Lake-14,"Seneca, Schuyler, Yates, Ontario",Multiple,42648,17259,452458,183100,10.6,650.8,198.4,290.7,88.6,no,16.7,1991-1992,42.62828,-76.89754,multi,C,no,Arrowhead Beach; Back Achers Campsite; Seneca Drums Trailer Park; Camp Babcock-Hovey BSA; Gold Coast Trailer Park; Seneca Lake Youth Camp; Binghamton Boating Club; Smith Memorial Park and Campground; Lakeside Park; Seneca Lake Camp,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,quagga mussels; zebra mussels; mud bithynia; scud; bloody-red shrimp; rudd,0,,"2015, 2016, 2017, 2019",yes,Threatened,Threatened,Fully supported,Fully supported,Good,Good,Fully supported,10/2/2019,10/2/2019,,6,5,3,2,4,0,0,0,,Seneca Lake Pure Waters Association,yes,"(1) Addison and Diane Mason, (2) Jacob and Karen Welch, Dan and Laurie Corbett, (3) Larry and Susan Martin, (4) David Youst, Faye Phillips, Edward and Mary Ann Marks, Sayre Fulkerson",,Oswego River,,Finger Lakes,CSLAP,,,4,2,3,CSLAP,no,0.500077122,,,,1,,,,,,
0705SEN0369,#N/A,92.06,Seneca Lake-16,"Seneca, Schuyler, Yates, Ontario",Multiple,42648,17259,452458,183100,10.6,650.8,198.4,290.7,88.6,no,16.7,1991-1992,42.3927,-76.8699,multi,C,no,Arrowhead Beach; Back Achers Campsite; Seneca Drums Trailer Park; Camp Babcock-Hovey BSA; Gold Coast Trailer Park; Seneca Lake Youth Camp; Binghamton Boating Club; Smith Memorial Park and Campground; Lakeside Park; Seneca Lake Camp,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,quagga mussels; zebra mussels; mud bithynia; scud; bloody-red shrimp; rudd,0,,"2015, 2016, 2017, 2019",yes,Threatened,Threatened,Fully supported,Fully supported,Good,Good,Fully supported,10/2/2019,10/2/2019,,6,5,3,2,4,0,0,0,,Seneca Lake Pure Waters Association,yes,"(1) Addison and Diane Mason, (2) Jacob and Karen Welch, Dan and Laurie Corbett, (3) Larry and Susan Martin, (4) David Youst, Faye Phillips, Edward and Mary Ann Marks, Sayre Fulkerson",,Oswego River,,Finger Lakes,CSLAP,,,4,2,3,CSLAP,no,0.500077122,,,,1,,,,,,
0705SEN0369,#N/A,92.07,Seneca Lake-17,"Seneca, Schuyler, Yates, Ontario",Multiple,42648,17259,452458,183100,10.6,650.8,198.4,290.7,88.6,no,16.7,1991-1992,,,multi,C,no,Arrowhead Beach; Back Achers Campsite; Seneca Drums Trailer Park; Camp Babcock-Hovey BSA; Gold Coast Trailer Park; Seneca Lake Youth Camp; Binghamton Boating Club; Smith Memorial Park and Campground; Lakeside Park; Seneca Lake Camp,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,quagga mussels; zebra mussels; mud bithynia; scud; bloody-red shrimp; rudd,0,,"2015, 2016, 2017, 2019",yes,Threatened,Threatened,Fully supported,Fully supported,Good,Good,Fully supported,10/2/2019,10/2/2019,,6,5,3,2,4,0,0,0,,Seneca Lake Pure Waters Association,yes,"(1) Addison and Diane Mason, (2) Jacob and Karen Welch, Dan and Laurie Corbett, (3) Larry and Susan Martin, (4) David Youst, Faye Phillips, Edward and Mary Ann Marks, Sayre Fulkerson",,Oswego River,,Finger Lakes,CSLAP,,,4,2,3,CSLAP,no,0.500077122,,,,1,,,,,,
0705SEN0369,0705SEN0369_CSL1,92.1,Seneca Lake - S1,"Seneca, Schuyler, Yates, Ontario",Multiple,42648,17259,452458,183100,10.6,650.8,198.4,290.7,88.6,no,16.7,2017-2019,42.77113,-76.95,multi,C,no,Arrowhead Beach; Back Achers Campsite; Seneca Drums Trailer Park; Camp Babcock-Hovey BSA; Gold Coast Trailer Park; Seneca Lake Youth Camp; Binghamton Boating Club; Smith Memorial Park and Campground; Lakeside Park; Seneca Lake Camp,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,quagga mussels; zebra mussels; mud bithynia; scud; bloody-red shrimp; rudd,0,,"2015, 2016, 2017, 2019",yes,Threatened,Threatened,Fully supported,Fully supported,Good,Good,Fully supported,10/2/2019,10/2/2019,,6,5,3,2,4,0,0,0,,Seneca Lake Pure Waters Association,yes,"(1) Addison and Diane Mason, (2) Jacob and Karen Welch, Dan and Laurie Corbett, (3) Larry and Susan Martin, (4) David Youst, Faye Phillips, Edward and Mary Ann Marks, Sayre Fulkerson",,Oswego River,,Finger Lakes,CSLAP,,,4,2,3,CSLAP,no,0.500077122,,,,1,,,,,,
0705SEN0369,0705SEN0369_CSL2,92.2,Seneca Lake - S2,"Seneca, Schuyler, Yates, Ontario",Multiple,42648,17259,452458,183100,10.6,650.8,198.4,290.7,88.6,no,16.7,2017-2019,42.58536,-76.89769,multi,C,no,Arrowhead Beach; Back Achers Campsite; Seneca Drums Trailer Park; Camp Babcock-Hovey BSA; Gold Coast Trailer Park; Seneca Lake Youth Camp; Binghamton Boating Club; Smith Memorial Park and Campground; Lakeside Park; Seneca Lake Camp,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,quagga mussels; zebra mussels; mud bithynia; scud; bloody-red shrimp; rudd,0,,"2015, 2016, 2017, 2019",yes,Threatened,Threatened,Fully supported,Fully supported,Good,Good,Fully supported,10/2/2019,10/2/2019,,6,5,3,2,4,0,0,0,,Seneca Lake Pure Waters Association,yes,"(1) Addison and Diane Mason, (2) Jacob and Karen Welch, Dan and Laurie Corbett, (3) Larry and Susan Martin, (4) David Youst, Faye Phillips, Edward and Mary Ann Marks, Sayre Fulkerson",,Oswego River,,Finger Lakes,CSLAP,,,4,2,3,CSLAP,no,0.500077122,,,,1,,,,,,
0705SEN0369,0705SEN0369_CSL3,92.3,Seneca Lake - S3,"Seneca, Schuyler, Yates, Ontario",Multiple,42648,17259,452458,183100,10.6,650.8,198.4,290.7,88.6,no,16.7,2018-2019,42.69049,-76.92184,multi,C,no,Arrowhead Beach; Back Achers Campsite; Seneca Drums Trailer Park; Camp Babcock-Hovey BSA; Gold Coast Trailer Park; Seneca Lake Youth Camp; Binghamton Boating Club; Smith Memorial Park and Campground; Lakeside Park; Seneca Lake Camp,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,quagga mussels; zebra mussels; mud bithynia; scud; bloody-red shrimp; rudd,0,,"2015, 2016, 2017, 2019",yes,Threatened,Threatened,Fully supported,Fully supported,Good,Good,Fully supported,10/2/2019,10/2/2019,,6,5,3,2,4,0,0,0,,Seneca Lake Pure Waters Association,yes,"(1) Addison and Diane Mason, (2) Jacob and Karen Welch, Dan and Laurie Corbett, (3) Larry and Susan Martin, (4) David Youst, Faye Phillips, Edward and Mary Ann Marks, Sayre Fulkerson",,Oswego River,,Finger Lakes,CSLAP,,,4,2,3,CSLAP,no,0.500077122,,,,1,,,,,,
0705SEN0369,0705SEN0369_CSL4,92.4,Seneca Lake - S4,"Seneca, Schuyler, Yates, Ontario",Multiple,42648,17259,452458,183100,10.6,650.8,198.4,290.7,88.6,no,16.7,2018-2019,42.453,-76.887,multi,C,no,Arrowhead Beach; Back Achers Campsite; Seneca Drums Trailer Park; Camp Babcock-Hovey BSA; Gold Coast Trailer Park; Seneca Lake Youth Camp; Binghamton Boating Club; Smith Memorial Park and Campground; Lakeside Park; Seneca Lake Camp,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,quagga mussels; zebra mussels; mud bithynia; scud; bloody-red shrimp; rudd,0,,"2015, 2016, 2017, 2019",yes,Threatened,Threatened,Fully supported,Fully supported,Good,Good,Fully supported,10/2/2019,10/2/2019,,6,5,3,2,4,0,0,0,,Seneca Lake Pure Waters Association,yes,"(1) Addison and Diane Mason, (2) Jacob and Karen Welch, Dan and Laurie Corbett, (3) Larry and Susan Martin, (4) David Youst, Faye Phillips, Edward and Mary Ann Marks, Sayre Fulkerson",,Oswego River,,Finger Lakes,CSLAP,,,4,2,3,CSLAP,no,0.500077122,,,,1,,,,,,
1301SEP0826,1301SEP0826_C,138,Sepasco Lake,Dutchess,Red Hook,26,10,367,149,14.3,29.5,9,13.9,4.2,no,0.58,"1997-2001, 2003-2011, 2013-2019",41.95947,-73.83853,B,,no,"Ramapo for Children, Ramapo TR",recreation and public bathing,none reported,Eurasian watermilfoil; water chestnut; brittle naiad,none reported,0,,2015,no,NA,Fully supported,Stressed,Stressed,Fair,Poor,Fully supported,NA,NA,,0,0,0,0,3,0,0,0,"mechanical harvesting 2017, 2016; fluridone 2015, 2006, 2003; aquathol 2014; renovate 2009",Sepasco Lake Association,yes,Carl Parris,Downstate,Lower Hudson River,Hudson Valley,mid Hudson,CSLAP,yes,,1,1,0,CSLAP,no,0.508130081,,,,,,,,,,
1302SEV0077C,1302SEV0077C_C,260,Seven Hills Lake,Putnam,Kent,47,19,3738,1513,80,11.8,3.9,5.9,1.8,no,0.03,2019,41.48604,-73.74892,C,A,no,,recreation,none reported,Eurasian watermilfoil; Curly leafed pondweed,Chinese Mystery Snail,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,herbicide treatments 2019,Seven Hills Lake Association,yes,"Thomas A. Fiorilla, Maureen Galway-Perotti, Joseph Perotti",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,yes,,0,0,0,CSLAP,no,0.609601219,,,,,,,,,,
1302SHA0128J,1302SHA0128J_C,214,Shadow Lake,Westchester,Yorktown,6,3,148,60,23.1,8.9,2.7,4.2,1.3,no,0.09,2008-2010,41.2081,-73.81912,B,,no,,recreation,none reported,none reported,none reported,0.7,Teatown Lake,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.61,,,,,,,,,,
#N/A,#N/A,1002,Shaver Pond,Rensselaer,Grafton,13,5,346,140,26.9,60,18.2,28,8.4,no,0.41,1994-2003,42.11772,-73.54612,A(T),A,yes,,potable water and recreation,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,Mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.5,,,,,,,,,,
1306SHA0491,1306SHA0491_C,187,Shawangunk Lake,Orange,Mount Hope,102,41,917,371,9,28.9,8.8,10.2,3.1,no,0.57,"2003-2005, 2008-2010",41.44502,-74.5006,AA,C,yes,,potable water,none reported,none reported,none reported,5.2,Lake Guymard,,,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,,yes,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.61,,,,,,,,,,"copper sulfate 2004, 2003"
1302SHE0050A,1302SHE0050A_C,193,Shenorock Lake,Westchester,Somers,13,5,988,400,76.9,7.5,2.3,3.5,1.1,no,0.02,2004-2009,41.32807,-73.74071,B,A,no,,recreation,none reported,none reported,none reported,1.2,Lake Lincolndale,,,NA,Stressed,Impaired,Stressed,Poor,Fair,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.635162602,,,,,,,,,,
1003SIL0073,1003SIL0073_C,55,Silver Lake,Clinton,Hawkeye,832,337,3638,1472,4.4,,,21.3,6.5,no,1.97,"1996-2000, 2002-2010, 2012-2019",44.22697,-74.8264,A,,yes,Douglas Corporation of Silver Lake - Campground,"potable water, recreation, and public bathing",none reported,none reported,none reported,2,Union Falls Pond,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Lake Champlain,eastern Adk,eastern Adk,CSLAP,yes,,0,0,0,CSLAP,no,0.64,,,,,,,,,,
0904SIL0351,0904SIL0351_C,117,Silver Lake,St. Lawrence,Clifton,122,49,357,145,2.9,16.7,5.1,12.1,3.7,no,0.33,1989-1993,44.50529,-73.87722,C(T),,no,,recreation,none reported,none reported,none reported,24.5,Stillwater Reservoir,,,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,1,0,0,1,,Silver Lake Shoreowners Association,yes,Daniel and Susan Heneka,Adirondack,St. Lawrence River,western Adk,western Adk,CSLAP,no,,1,1,0,CSLAP,no,4.573170732,,,,,,,,,,
0403SIL0115,0403SIL0115_C,25,Silver Lake,Wyoming,"Perry, Castille",813,329,12924,5230,15.9,38.1,11.6,23.6,7.2,no,0.69,"1986-1991, 1995-1997, 2006-2013, 2015-2019",42.69561,-78.03417,A,B,yes,,potable water and recreation,none reported,Eurasian watermilfoil; Curly leafed pondweed,zebra mussels; rudd,0,,"2014, 2015, 2017, 2019",yes,Impaired,Stressed,Impaired,Fully supported,Poor,Fair,Fully supported,7/22/2019,7/31/2019,,3,1,6,0,5,2,0,0,,Silver Lake Association ,yes,Frank Bright,Western,Genesee River,Finger Lakes,western NY,CSLAP,no,,4,2,3,CSLAP,yes,0.655469886,,,,10,,,,,,
0906SIX0056,0906SIX0056_C,178,Sixberry Lake,Jefferson,Alexandria,128,52,865,350,6.8,89.9,27.4,45.9,14,no,4.53,"2001-2004, 2015-2019",44.27929,-75.77448,B,,no,,recreation,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,1,0,0,0,hand harvesting 2018,Sixberry Lake Association,yes,Richard and Monica Leclerc,Adirondack,St. Lawrence River,western Adk,western Adk,CSLAP,no,,1,1,0,CSLAP,no,0.457,,,,,,,hand harvesting 2018,,,
0707SKA0193,0707SKA0193_C,139,Skaneateles Lake,"Cayuga, Cortland, Onondaga",Multiple,8704,3522,47198,19100,5.4,296.8,90.5,145,44.2,no,16.3,1997-2001,42.8572,-76.35742,AA,C,yes,Skaneateles Country Club; Lourdes Camp; Clift Park Beach,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; Curly leafed pondweed,quagga mussels; zebra mussels; scud,0,,"2017, 2019",yes,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,9/3/2019,9/3/2019,,5,4,4,0,0,0,0,0,physical,Skaneateles Lake Association,yes,"(1) Bill and Bobbie Dean, (2) Buzz and Gretchen Roberts, Deb and Rich Hole, Barbara and Jed Delmonico",,Oswego River,,Finger Lakes,CSLAP,no,,0,0,0,CSLAP,no,0.5,,,,3,,,,,,
0707SKA0193,0707SKA0193_CSL1,139.1,Skaneateles Lake - S1,"Cayuga, Cortland, Onondaga",Multiple,8704,3522,47198,19100,5.4,296.8,90.5,145,44.2,no,16.1,2017-2019,42.91806,-76.41541,AA,C,yes,Skaneateles Country Club; Lourdes Camp; Clift Park Beach,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; Curly leafed pondweed,quagga mussels; zebra mussels; scud,0,,"2017, 2019",yes,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,9/3/2019,9/3/2019,,5,4,4,0,0,0,0,0,physical,Skaneateles Lake Association,yes,"(1) Bill and Bobbie Dean, (2) Buzz and Gretchen Roberts, Deb and Rich Hole, Barbara and Jed Delmonico",,Oswego River,,Finger Lakes,CSLAP,yes,,0,0,0,CSLAP,no,0.506292738,,,,3,,,,,,
0707SKA0193,0707SKA0193_CSL2,139.2,Skaneateles Lake - S2,"Cayuga, Cortland, Onondaga",Multiple,8704,3522,47198,19100,5.4,296.8,90.5,145,44.2,no,16.1,2017-2019,42.80163,-76.2925,AA,C,yes,Skaneateles Country Club; Lourdes Camp; Clift Park Beach,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; Curly leafed pondweed,quagga mussels; zebra mussels; scud,0,,"2017, 2019",yes,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,9/3/2019,9/3/2019,,5,4,4,0,0,0,0,0,physical,Skaneateles Lake Association,yes,"(1) Bill and Bobbie Dean, (2) Buzz and Gretchen Roberts, Deb and Rich Hole, Barbara and Jed Delmonico",,Oswego River,,Finger Lakes,CSLAP,yes,,0,0,0,CSLAP,no,0.506292738,,,,3,,,,,,
1301SLE6666,1301SLE6666_C,223,Sleepy Hollow Lake,Greene,Athens,326,132,9020,3650,27.7,62.3,19,29.3,8.9,no,0.81,"2009-2013, 2015-2019",42.29506,-73.80725,A,C,yes,Sleep Hollow Lake Beach,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; water chestnut; Curly leafed pondweed; brittle naiad,zebra mussels,0,,"2013, 2019",yes,Threatened,Impaired,Stressed,Fully supported,Poor,Fair,Fully supported,9/17/2019,9/17/2019,,8,4,0,0,0,1,4,0,"Aquathol K 2017; hand harvesting 2017, 2013",Sleepy Hollow Lake Association,yes,"Laurel Wolfe, Julia DiGiovanni, Bob and Jane Dennis",Central,Lower Hudson River,east central,mid Hudson,CSLAP,no,,2,2,1,CSLAP,yes,0.4,,,,39,,,,,,
